sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,short_description,price,meta_title,meta_keywords,meta_description,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
"HL04MI-Camel-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"HEARTY LOAFER HONEY-Camel-US 10",,137.000000,"HEARTY LOAFER HONEY","HEARTY LOAFER HONEY","HEARTY LOAFER HONEY Product Details: Classic smoking tassel loafer with a feminine twist. Honey Leather is a bit more rigid than other types of leather so they will feel more firm and adjusted at first and will take a little longer to break-inMaterial:100",/h/e/hearty_loafer_honey_1_6.jpg,,/h/e/hearty_loafer_honey_1_6.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 10",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/h/e/hearty_loafer_honey_1_6.jpg,/h/e/hearty_loafer_honey_2_6.jpg",",",,,,,,,,,,,
HL04MI,,Default,configurable,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"HEARTY LOAFER ",,,"HEARTY LOAFER HONEY","HEARTY LOAFER HONEY","HEARTY LOAFER HONEY Product Details: Classic smoking tassel loafer with a feminine twist. Honey Leather is a bit more rigid than other types of leather so they will feel more firm and adjusted at first and will take a little longer to break-inMaterial:100",/h/e/hearty_loafer_black_2.jpg,,,,,,"Block after Info Column",,,,"Use config",,,"Use config",Colombia,"complete_your_look=21,mgs_brand=Galvsbuck,mobile_sizechart=no_selection,sizechart=no_selection,you_may_also_like=32",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/h/e/hearty_loafer_black_1.jpg,/h/e/hearty_loafer_black_2.jpg",",",,,,,,,,,,"sku=HL04MI-Black-US 6,color=Black,size=US 6|sku=HL04MI-Black-US 5,color=Black,size=US 5|sku=HL04MI-Black-US 10,color=Black,size=US 10|sku=HL04MI-Black-US 9,color=Black,size=US 9|sku=HL04MI-Black-US 8,color=Black,size=US 8|sku=HL04MI-Black-US 7,color=Black,size=US 7|sku=HL04MI-Camel-US 5,color=Camel,size=US 5|sku=HL04MI-Camel-US 10,color=Camel,size=US 10|sku=HL04MI-Camel-US 9,color=Camel,size=US 9|sku=HL04MI-Camel-US 8,color=Camel,size=US 8|sku=HL04MI-Camel-US 7,color=Camel,size=US 7|sku=HL04MI-Camel-US 6,color=Camel,size=US 6","color=Color,size=Size"
"NM05TP-Black-US 6",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Black-US 6",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_black_1_1.jpg,,/n/e/neat_monk_black_1_1.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 6",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_black_1_1.jpg,/n/e/neat_monk_black_2_1.jpg",",",,,,,,,,,,,
"NM05TP-Black-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Black-US 10",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_black_1_2.jpg,,/n/e/neat_monk_black_1_2.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 10",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_black_1_2.jpg,/n/e/neat_monk_black_2_2.jpg",",",,,,,,,,,,,
"NM05TP-Black-US 8",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Black-US 8",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_black_1_3.jpg,,/n/e/neat_monk_black_1_3.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 8",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_black_1_3.jpg,/n/e/neat_monk_black_2_3.jpg",",",,,,,,,,,,,
"NM05TP-Black-US 7",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_black_2_4.jpg,,/n/e/neat_monk_black_2_4.jpg,,,,"Block after Info Column",,,,No,,,"Use config",Colombia,"mgs_brand=Galvsbuck,preorder=No,size=US 7,stripe_sub_interval=Months",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_black_1_4.jpg,/n/e/neat_monk_black_2_4.jpg",",",,,,,,,,,,,
"NM05TP-Black-US 5",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Black-US 5",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_black_1_5.jpg,,/n/e/neat_monk_black_1_5.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 5",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_black_1_5.jpg,/n/e/neat_monk_black_2_5.jpg",",",,,,,,,,,,,
"NM05TP-Black-US 9",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Black-US 9",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_black_1_6.jpg,,/n/e/neat_monk_black_1_6.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 9",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_black_1_6.jpg,/n/e/neat_monk_black_2_6.jpg",",",,,,,,,,,,,
"NM05TP-Taupe-US 6",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Taupe-US 6",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_1_1_1.jpg,,/n/e/neat_monk_taupe_1_1_1.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 6",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1_1_1.jpg,/n/e/neat_monk_taupe_2_1_1.jpg",",",,,,,,,,,,,
"NM05TP-Taupe-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Taupe-US 10",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_1_1_2.jpg,,/n/e/neat_monk_taupe_1_1_2.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 10",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1_1_2.jpg,/n/e/neat_monk_taupe_2_1_2.jpg",",",,,,,,,,,,,
"NM05TP-Taupe-US 8",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Taupe-US 8",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_1_1_3.jpg,,/n/e/neat_monk_taupe_1_1_3.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 8",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1_1_3.jpg,/n/e/neat_monk_taupe_2_1_3.jpg",",",,,,,,,,,,,
"NM05TP-Taupe-US 7",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Taupe-US 7",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_1_1_4.jpg,,/n/e/neat_monk_taupe_1_1_4.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 7",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1_1_4.jpg,/n/e/neat_monk_taupe_2_1_4.jpg",",",,,,,,,,,,,
"NM05TP-Taupe-US 5",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Taupe-US 5",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_1_1_5.jpg,,/n/e/neat_monk_taupe_1_1_5.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 5",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1_1_5.jpg,/n/e/neat_monk_taupe_2_1_5.jpg",",",,,,,,,,,,,
"NM05TP-Taupe-US 9",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail-Taupe-US 9",,137.000000,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_1_1_6.jpg,,/n/e/neat_monk_taupe_1_1_6.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 9",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1_1_6.jpg,/n/e/neat_monk_taupe_2_1_6.jpg",",",,,,,,,,,,,
NM05TP,,Default,configurable,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Double monk strap with fringe detail",,,"Double monk strap with fringe detail","Double monk strap with fringe detail","Double monk strap with fringe detail Product Details: Doble monk strap with fringe detail.The perfect everyday shoes that make you look elegant and chic while feeling very comfortable.Material: 100% Bovine leather Upper / 100% leather sole Size & Fit:",/n/e/neat_monk_taupe_2.jpg,,,,,,"Block after Info Column",,,,"Use config",,,"Use config",Colombia,"complete_your_look=21,mgs_brand=Galvsbuck,mobile_sizechart=no_selection,sizechart=no_selection,you_may_also_like=32",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/n/e/neat_monk_taupe_1.jpg,/n/e/neat_monk_taupe_2.jpg",",",,,,,,,,,,"sku=NM05TP-Black-US 10,color=Black,size=US 10|sku=NM05TP-Black-US 6,color=Black,size=US 6|sku=NM05TP-Black-US 9,color=Black,size=US 9|sku=NM05TP-Black-US 5,color=Black,size=US 5|sku=NM05TP-Black-US 7,color=Black,size=US 7|sku=NM05TP-Black-US 8,color=Black,size=US 8|sku=NM05TP-Taupe-US 6,color=Taupe,size=US 6|sku=NM05TP-Taupe-US 9,color=Taupe,size=US 9|sku=NM05TP-Taupe-US 5,color=Taupe,size=US 5|sku=NM05TP-Taupe-US 7,color=Taupe,size=US 7|sku=NM05TP-Taupe-US 8,color=Taupe,size=US 8|sku=NM05TP-Taupe-US 10,color=Taupe,size=US 10","color=Color,size=Size"
"AB26LP-Camel-US 8",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Camel-US 8",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_leopard_1_1_1.jpg,,/a/i/airy_ballerina_leopard_1_1_1.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 8",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_leopard_1_1_1.jpg,/a/i/airy_ballerina_leopard_2_1_1.jpg",",",,,,,,,,,,,
"AB26LP-Camel-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Camel-US 10",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_leopard_1_1_2.jpg,,/a/i/airy_ballerina_leopard_1_1_2.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 10",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_leopard_1_1_2.jpg,/a/i/airy_ballerina_leopard_2_1_2.jpg",",",,,,,,,,,,,
"AB26LP-Camel-US 5",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Camel-US 5",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_leopard_1_1_3.jpg,,/a/i/airy_ballerina_leopard_1_1_3.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 5",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_leopard_1_1_3.jpg,/a/i/airy_ballerina_leopard_2_1_3.jpg",",",,,,,,,,,,,
"AB26LP-Camel-US 7",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Camel-US 7",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_leopard_1_1_4.jpg,,/a/i/airy_ballerina_leopard_1_1_4.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 7",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_leopard_1_1_4.jpg,/a/i/airy_ballerina_leopard_2_1_4.jpg",",",,,,,,,,,,,
"AB26LP-Camel-US 9",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Camel-US 9",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_leopard_1_1_5.jpg,,/a/i/airy_ballerina_leopard_1_1_5.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 9",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_leopard_1_1_5.jpg,/a/i/airy_ballerina_leopard_2_1_5.jpg",",",,,,,,,,,,,
"AB26LP-Camel-US 6",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Camel-US 6",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_leopard_1_1_6.jpg,,/a/i/airy_ballerina_leopard_1_1_6.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 6",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_leopard_1_1_6.jpg,/a/i/airy_ballerina_leopard_2_1_6.jpg",",",,,,,,,,,,,
"AB26LP-Black-US 8",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Black-US 8",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_black_1_1.jpg,,/a/i/airy_ballerina_black_1_1.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 8",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_black_1_1.jpg,/a/i/airy_ballerina_black_2_1.jpg,/a/i/airy_ballerina_black_3_1.jpg",",,",,,,,,,,,,,
"AB26LP-Black-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Black-US 10",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_black_1_2.jpg,,/a/i/airy_ballerina_black_1_2.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 10",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_black_1_2.jpg,/a/i/airy_ballerina_black_2_2.jpg,/a/i/airy_ballerina_black_3_2.jpg",",,",,,,,,,,,,,
"AB26LP-Black-US 5",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Black-US 5",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_black_1_3.jpg,,/a/i/airy_ballerina_black_1_3.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 5",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_black_1_3.jpg,/a/i/airy_ballerina_black_2_3.jpg,/a/i/airy_ballerina_black_3_3.jpg",",,",,,,,,,,,,,
"AB26LP-Black-US 7",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Galvsbuck",base,"Leather Flat Ballerine-Black-US 7",,140.000000,"Leather Flat Ballerine","Leather Flat Ballerine","Leather Flat Ballerine Product Details: Ballerina, airy, and fresh. Leather inside and out. Perfect for chilly or warm weather.Material:100% Bovine Leather Upper / Leather Sole / Leather inner lining.Size & Fit: Runs big, if you have narrow feet we re",/a/i/airy_ballerina_black_1_4.jpg,,/a/i/airy_ballerina_black_1_4.jpg,,,,"Block after Info Column",,,,No,,,,Colombia,"mgs_brand=Galvsbuck,size=US 7",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/a/i/airy_ballerina_black_1_4.jpg,/a/i/airy_ballerina_black_2_4.jpg,/a/i/airy_ballerina_black_3_4.jpg",",,",,,,,,,,,,,
